client_id,annual_income,ccavg_income_ratio,ccavg_spend,credit_card_with_bank,digital_user,dti_z,education_level,exp_age_gap,experience_years,family_size,has_invest_acct,has_personal_loan,income_per_person_z,mortgage_balance_z,online_banking,securities_acct,risk_grade
1260,35,0.0057142857142857,0.2,0,1,-0.5587100507954694,2,25,27,4,0,0,-0.8521039188898454,-0.5555239265453629,1,0,A
1261,40,0.0349999999999999,1.4,1,1,1.399965560969189,3,26,31,3,0,0,-0.7360017903652984,0.791527301741162,1,0,A
1262,84,0.0214285714285714,1.8,0,0,-0.5587100507954694,3,24,39,1,0,0,1.0540819367040797,-0.5555239265453629,0,0,D
1263,53,0.030188679245283,1.6,0,1,-0.5587100507954694,3,25,1,2,0,0,-0.4024720393311455,-0.5555239265453629,1,0,B
1264,85,0.0470588235294117,4.0,0,1,-0.5587100507954694,3,30,5,4,0,0,-0.5354617501865356,-0.5555239265453629,1,0,D
1265,138,0.0282608695652173,3.9,0,1,-0.5587100507954694,1,25,33,2,0,0,0.6741113342601078,-0.5555239265453629,1,0,C
1266,71,0.0246478873239436,1.75,0,0,0.311185974990829,3,30,2,2,0,0,-0.1744896778647624,0.5063850709359852,0,0,C
1267,113,0.0070796460176991,0.8,1,1,-0.5587100507954694,3,25,39,1,0,0,1.7886917680957584,-0.5555239265453629,0,0,D
1268,23,0.0434782608695652,1.0,0,0,-0.5587100507954694,2,27,23,2,1,0,-0.7824426417751172,-0.5555239265453629,0,1,B
1269,62,0.0370967741935483,2.3,0,0,-0.5587100507954694,1,25,9,3,0,0,-0.5502383847260234,-0.5555239265453629,0,0,B
1270,14,0.0142857142857142,0.2,1,1,3.5261191708200856,3,25,11,4,0,0,-0.9850936297452356,0.4277251451966261,1,0,A
1271,60,0.0366666666666666,2.2,1,1,-0.5587100507954694,3,25,18,2,0,0,-0.3138122320942187,-0.5555239265453629,0,0,B
1272,94,0.0085106382978723,0.8,0,1,0.8770639649723808,1,24,4,3,0,0,-0.2800370674325324,1.7649438827657309,1,0,D
1273,83,0.0216867469879518,1.8,0,1,-0.5587100507954694,2,25,39,3,0,0,-0.3729187702521699,-0.5555239265453629,1,0,B
1274,130,0.0484615384615384,6.3,1,1,1.363673424423297,3,25,35,3,1,1,0.023939414522645,3.741274516967129,1,0,D
1275,61,0.0278688524590163,1.7,0,0,-0.5587100507954694,1,25,37,4,0,0,-0.6874499911641243,-0.5555239265453629,0,0,B
1276,92,0.033695652173913,3.1,0,1,0.5477458644508308,1,25,2,2,0,0,0.0914897438460177,1.1946594211553774,1,0,D
1277,20,0.04,0.8,1,1,2.78676508170767,3,26,16,2,0,0,-0.8204397020195144,0.5948774873927642,1,0,B
1278,194,0.045360824742268,8.8,0,0,0.7029547273447576,1,25,20,2,0,0,1.3833897921555218,3.6527821005103496,0,0,D
1279,74,0.0337837837837837,2.5,1,1,-0.5587100507954694,1,26,10,1,0,0,0.8007682017414317,-0.5555239265453629,0,0,C
1280,84,0.0047619047619047,0.4,0,0,0.4284570110949564,3,26,22,2,0,0,-0.0098357501390413,0.8701872274805211,0,0,D
1281,98,0.0183673469387755,1.8,0,0,1.384501564630216,2,25,40,3,0,0,-0.246261902770846,2.7186954823554603,0,0,D
1282,52,0.0448076923076923,2.33,0,1,-0.5587100507954694,1,24,15,3,0,0,-0.6346762963802394,-0.5555239265453629,1,0,A
1283,55,0.0236363636363636,1.3,1,1,1.8951582670623115,2,25,26,1,0,0,0.3194721053124008,1.7649438827657309,0,0,A
1284,64,0.053125,3.4,0,0,0.4867509281117616,1,24,6,4,0,0,-0.6684514610419258,0.5948774873927642,0,0,D
1285,128,0.01953125,2.5,0,1,0.1650706269095367,1,25,40,1,0,0,2.16866237053973,1.0373395696766592,1,0,C
1286,113,0.0150442477876106,1.7,1,1,-0.5587100507954694,2,25,13,4,0,1,-0.3581421357126821,-0.5555239265453629,0,0,D
1287,50,0.022,1.1,1,1,-0.5587100507954694,2,26,3,3,0,0,-0.6515638787110826,-0.5555239265453629,0,0,A
1288,54,0.0407407407407407,2.2,0,0,-0.5587100507954694,2,24,18,4,0,0,-0.7317798947825876,-0.5555239265453629,0,0,C
1289,129,0.0069767441860465,0.9,0,1,1.063822114441593,1,25,38,1,0,0,2.193993744035995,3.043167676030317,1,0,C
1290,82,0.0048780487804878,0.4,0,0,-0.5587100507954694,1,25,21,4,0,0,-0.5544602803087342,-0.5555239265453629,0,0,C
1291,100,0.017,1.7,0,1,-0.5587100507954694,2,24,38,4,0,0,-0.4404690995755427,-0.5555239265453629,1,0,C
1292,44,0.05,2.2,0,0,-0.5587100507954694,1,24,34,4,1,0,-0.7951083285232496,-0.5555239265453629,0,1,A
1293,164,0.0030487804878048,0.5,1,1,0.2572594937174913,2,26,30,4,1,1,-0.0351671236353061,1.7452789013308911,1,0,D
1294,81,0.045679012345679,3.7,1,1,0.295573986416475,1,25,31,2,0,0,-0.0478328103834385,0.6342074502624437,1,0,D
1295,71,0.0014084507042253,0.1,1,1,1.5113203068626666,1,24,10,1,0,0,0.7247740812526374,1.9714261878315489,1,0,B
1296,28,0.0178571428571428,0.5,0,0,1.2794630989315303,3,25,17,1,0,0,-0.3644749790867483,0.3294002380224272,0,0,A
1297,80,0.01875,1.5,0,1,1.0068007483886918,1,24,6,3,0,0,-0.3982501437484347,1.5977915405695928,1,0,A
1298,90,0.0211111111111111,1.9,0,1,-0.5587100507954694,2,26,35,4,0,0,-0.5037975333162047,-0.5555239265453629,1,0,C
1299,74,0.0486486486486486,3.6,1,1,-0.5587100507954694,2,24,14,1,0,0,0.8007682017414317,-0.5555239265453629,1,0,D
1300,14,0.0499999999999999,0.7,0,1,-0.5587100507954694,3,25,25,2,1,0,-0.8964338225083088,-0.5555239265453629,1,1,B
1301,23,0.0217391304347826,0.5,0,1,2.0023002698869785,2,25,36,2,0,0,-0.7824426417751172,0.4572226173488857,1,0,A
1302,153,0.0111111111111111,1.7,1,1,0.7009124503536932,1,24,17,1,0,0,2.8019467079463496,2.75802544522514,0,0,C
1303,38,0.0236842105263157,0.9,0,0,-0.5587100507954694,3,26,16,3,0,0,-0.7528893726961418,-0.5555239265453629,0,0,A
1304,112,0.0178571428571428,2.0,0,0,1.391795902525958,2,24,5,2,1,0,0.3448034788086656,3.200487527509035,0,1,D
1305,145,0.0558620689655172,8.1,1,1,1.0070472467037894,1,25,26,1,0,0,2.599295719976231,3.347974888270333,0,0,C
1306,28,0.0107142857142857,0.3,0,1,1.2386148067153746,2,26,6,2,0,0,-0.7191142080344552,0.3097352565875874,1,0,A
1307,31,0.0354838709677419,1.1,1,1,-0.5587100507954694,3,25,9,4,0,0,-0.8774352923861102,-0.5555239265453629,1,0,A
1308,195,0.0324615384615384,6.33,1,1,-0.5587100507954694,1,24,2,1,0,0,3.865864394789471,-0.5555239265453629,1,0,C
1309,50,0.04,2.0,1,1,-0.5587100507954694,3,30,24,3,0,0,-0.6515638787110826,-0.5555239265453629,1,0,A
1310,71,0.028169014084507,2.0,0,0,-0.5587100507954694,3,24,14,4,0,0,-0.6241215574234623,-0.5555239265453629,0,0,C
1311,21,0.0142857142857142,0.3,0,0,-0.5587100507954694,3,26,36,3,0,0,-0.8964338225083088,-0.5555239265453629,0,0,A
1312,35,0.0228571428571428,0.8,0,0,1.483704560012308,3,26,11,2,0,0,-0.6304544007975286,0.6735374131321233,0,0,A
1313,42,0.0571428571428571,2.4,1,1,-0.5587100507954694,1,25,21,1,0,0,-0.0098357501390413,-0.5555239265453629,1,0,B
1314,78,0.0461538461538461,3.6,0,1,0.4750659599056979,3,25,27,4,0,0,-0.579791653804999,0.8308572646108415,1,0,D
1315,73,0.0301369863013698,2.2,0,0,-0.5587100507954694,2,26,6,4,0,0,-0.61145587067533,-0.5555239265453629,0,0,B
1316,53,0.0188679245283018,1.0,0,0,1.3943007506335523,3,24,25,2,0,0,-0.4024720393311455,1.2241568933076372,0,0,B
1317,51,0.0313725490196078,1.6,0,0,0.8205205216794296,3,25,3,2,0,0,-0.4278034128274103,0.6538724316972836,0,0,B
1318,40,0.0574999999999999,2.3,0,1,-0.5587100507954694,3,25,30,2,0,0,-0.5671259670568666,-0.5555239265453629,1,0,A
1319,178,0.0056179775280898,1.0,0,0,-0.5587100507954694,1,26,26,1,0,0,3.4352310453529693,-0.5555239265453629,0,0,C
1320,35,0.0085714285714285,0.3,1,1,-0.5587100507954694,1,26,6,2,0,0,-0.6304544007975286,-0.5555239265453629,0,0,A
1321,192,0.0,0.0,0,1,-0.5587100507954694,2,24,7,1,0,1,3.789870274300676,-0.5555239265453629,1,0,D
1322,123,0.0439024390243902,5.4,0,0,-0.5587100507954694,1,24,3,1,0,0,2.042005503058406,-0.5555239265453629,0,0,C
1323,48,0.0347916666666666,1.67,1,1,-0.5587100507954694,2,27,5,2,1,0,-0.4658004730718074,-0.5555239265453629,1,1,C
1324,45,0.0133333333333333,0.6,0,0,-0.5587100507954694,2,26,26,3,0,0,-0.6937828345381906,-0.5555239265453629,0,0,A
1325,15,0.0133333333333333,0.2,0,1,-0.5587100507954694,1,24,28,1,0,0,-0.6937828345381906,-0.5555239265453629,1,0,A
1326,79,0.0037974683544303,0.3,0,1,0.3099624925354334,1,26,24,1,0,0,0.9274250692227556,0.6243749595450239,1,0,C
1327,63,0.0317460317460317,2.0,0,1,-0.5587100507954694,2,27,5,4,1,0,-0.6747843044159919,-0.5555239265453629,1,1,B
1328,30,0.0066666666666666,0.2,0,1,-0.5587100507954694,3,26,35,2,0,0,-0.6937828345381906,-0.5555239265453629,1,0,A
1329,145,0.0475862068965517,6.9,1,1,0.939999704997272,1,24,36,4,0,1,-0.1554911477425638,3.1808225460741952,0,0,D
1330,32,0.03125,1.0,0,0,-0.5587100507954694,2,24,4,3,0,0,-0.8035521196886714,-0.5555239265453629,0,0,C
1331,64,0.0015625,0.1,1,1,1.4428562677961525,1,25,9,2,0,0,-0.2631494851016892,1.6469539941566922,1,0,C
1332,84,0.0011904761904761,0.1,0,1,-0.5587100507954694,1,24,7,1,0,0,1.0540819367040797,-0.5555239265453629,1,0,A
1333,21,0.019047619047619,0.4,0,1,-0.5587100507954694,2,26,5,1,0,0,-0.5417945935606018,-0.5555239265453629,1,0,A
1334,99,0.0171717171717171,1.7,0,1,-0.5587100507954694,2,24,38,4,0,0,-0.4468019429496089,-0.5555239265453629,1,0,C
1335,35,0.0371428571428571,1.3,0,1,-0.5587100507954694,1,25,22,2,0,0,-0.6304544007975286,-0.5555239265453629,1,0,A
1336,180,0.0094444444444444,1.7,1,1,-0.5587100507954694,1,26,24,1,0,0,3.485893792345499,-0.5555239265453629,1,0,C
1337,42,0.0316666666666666,1.33,0,1,-0.5587100507954694,1,24,12,1,0,0,-0.0098357501390413,-0.5555239265453629,1,0,A
1338,179,0.0117318435754189,2.1,0,0,-0.5587100507954694,2,26,0,4,0,1,0.0598255269756868,-0.5555239265453629,0,0,D
1339,42,0.0023809523809523,0.1,0,0,-0.5587100507954694,3,24,27,4,0,0,-0.807774015271382,-0.5555239265453629,0,0,B
1340,180,0.05,9.0,0,1,0.3848854993977237,2,27,25,2,0,1,1.2060701776816682,2.364725816528344,1,0,D
1341,82,0.0414634146341463,3.4,0,0,-0.5587100507954694,1,24,11,4,0,0,-0.5544602803087342,-0.5555239265453629,0,0,D
1342,55,0.0127272727272727,0.7,0,0,0.9905542685299936,1,26,16,2,0,0,-0.3771406658348807,0.9095171903502008,0,0,B
1343,79,0.0278481012658227,2.2,0,1,-0.5587100507954694,1,24,12,2,0,0,-0.0731641838797033,-0.5555239265453629,1,0,A
1344,48,0.0124999999999999,0.6,1,1,2.0028182735926183,3,24,17,2,0,0,-0.4658004730718074,1.5584615776999131,0,0,A
1345,93,0.0290322580645161,2.7,0,1,-0.5587100507954694,1,24,25,1,1,0,1.2820642981704626,-0.5555239265453629,1,1,D
1346,23,0.008695652173913,0.2,0,0,-0.5587100507954694,3,25,32,2,0,0,-0.7824426417751172,-0.5555239265453629,0,0,A
1347,50,0.0466,2.33,0,0,1.7287943133092414,1,24,20,3,0,0,-0.6515638787110826,1.410974216938615,0,0,B
1348,85,0.0235294117647058,2.0,0,1,-0.5587100507954694,1,26,34,2,0,0,0.002829936609091,-0.5555239265453629,1,0,C
1349,35,0.0428571428571428,1.5,0,1,1.0262036871913658,2,24,14,1,0,0,-0.1871553646128948,0.3982276730443664,1,0,B
1350,171,0.0350877192982456,6.0,0,1,-0.5587100507954694,2,24,2,3,0,1,0.3701348523049304,-0.5555239265453629,1,0,D
1351,29,0.0517241379310344,1.5,1,1,-0.5587100507954694,2,27,2,4,0,0,-0.8901009791342426,-0.5555239265453629,0,0,A
1352,84,0.0214285714285714,1.8,1,1,-0.5587100507954694,3,24,35,1,0,0,1.0540819367040797,-0.5555239265453629,1,0,D
1353,20,0.025,0.5,0,1,-0.5587100507954694,2,24,27,4,0,0,-0.9470965695008384,-0.5555239265453629,1,0,B
1354,14,0.0285714285714285,0.4,1,1,-0.5587100507954694,3,25,25,1,0,0,-0.7191142080344552,-0.5555239265453629,1,0,A
1355,179,0.0480446927374301,8.6,0,0,0.581847292759533,1,25,10,1,0,0,3.460562418849234,2.9546752595735377,0,0,C
1356,48,0.0166666666666666,0.8,0,1,1.323715415499032,1,24,37,1,0,0,0.1421524908385473,0.9980096068069796,1,0,B
1357,74,0.0378378378378378,2.8,0,1,-0.5587100507954694,1,26,16,1,0,0,0.8007682017414317,-0.5555239265453629,1,0,D
1358,53,0.0264150943396226,1.4,0,0,-0.5587100507954694,1,26,29,1,0,0,0.2688093583198713,-0.5555239265453629,0,0,A
1359,83,0.0337349397590361,2.8,1,1,-0.5587100507954694,2,25,25,1,0,0,1.0287505632078149,-0.5555239265453629,1,0,D
1360,171,0.0122807017543859,2.1,0,0,0.8893738522123372,1,24,40,2,0,0,1.0920789969484768,3.7019445540974494,0,0,D
1361,85,0.0576470588235294,4.9,0,1,-0.5587100507954694,1,26,28,4,0,0,-0.5354617501865356,-0.5555239265453629,1,0,D
1362,38,0.0236842105263157,0.9,0,1,-0.5587100507954694,2,24,26,4,0,0,-0.8331053887676468,-0.5555239265453629,1,0,B
1363,85,0.0188235294117647,1.6,1,1,0.4975787290999411,1,26,5,3,0,0,-0.3560311879213267,0.9881771160895598,1,0,C
1364,79,0.0012658227848101,0.1,0,0,-0.5587100507954694,1,24,8,1,0,0,0.9274250692227556,-0.5555239265453629,0,0,B
1365,69,0.0057971014492753,0.4,0,0,-0.5587100507954694,1,25,19,4,0,0,-0.6367872441715947,-0.5555239265453629,0,0,C
1366,43,0.0209302325581395,0.9,1,1,-0.5587100507954694,3,25,35,3,0,0,-0.7106704168690336,-0.5555239265453629,1,0,A
1367,33,0.009090909090909,0.3,0,1,1.1915773793149531,1,26,34,2,0,0,-0.6557857742937934,0.4375576359140459,1,0,A
1368,42,0.0023809523809523,0.1,1,1,1.4700884626069226,3,24,38,3,0,0,-0.7191142080344552,0.9095171903502008,0,0,B
1369,40,0.0475,1.9,0,1,1.1855120268343724,3,25,21,4,0,0,-0.8204397020195144,0.6440399409798636,1,0,B
1370,43,0.041860465116279,1.8,0,0,-0.5587100507954694,3,24,33,1,0,0,0.0154956233572234,-0.5555239265453629,0,0,C
1371,20,0.025,0.5,0,0,2.78676508170767,3,25,5,4,0,0,-0.9470965695008384,0.5948774873927642,0,0,A
1372,65,0.0384615384615384,2.5,0,1,1.3944667524016297,1,26,32,3,0,0,-0.5249070112297586,1.6272890127218524,1,0,C
1373,139,0.0244604316546762,3.4,0,1,1.428456510108443,1,26,13,3,0,1,0.0999335350114394,4.193569089968444,1,0,D
1374,135,0.0022222222222222,0.3,0,1,-0.5587100507954694,3,25,35,3,0,1,0.066158370349753,-0.5555239265453629,1,0,D
1375,84,0.019047619047619,1.6,0,1,-0.5587100507954694,3,25,34,3,0,0,-0.3644749790867483,-0.5555239265453629,1,0,D
1376,179,0.0162011173184357,2.9,1,1,-0.5587100507954694,3,24,26,1,0,1,3.460562418849234,-0.5555239265453629,0,0,D
1377,45,0.0288888888888888,1.3,0,0,0.534208700943448,2,24,39,4,0,0,-0.7887754851491835,0.2900702751527476,0,0,B
1378,109,0.0229357798165137,2.5,0,1,-0.5587100507954694,1,24,3,2,0,0,0.3068064185642684,-0.5555239265453629,1,0,D
1379,34,0.0029411764705882,0.1,0,1,-0.5587100507954694,3,25,29,4,0,0,-0.8584367622639116,-0.5555239265453629,1,0,A
1380,162,0.0080246913580246,1.3,0,1,-0.5587100507954694,1,25,37,1,0,0,3.0299290694127325,-0.5555239265453629,1,0,C
1381,105,0.0133333333333333,1.4,0,1,-0.5587100507954694,1,26,34,2,0,0,0.2561436715717389,-0.5555239265453629,1,0,B
1382,22,0.009090909090909,0.2,0,1,-0.5587100507954694,2,26,12,3,0,0,-0.8879900313428871,-0.5555239265453629,1,0,A
1383,82,0.0219512195121951,1.8,1,1,0.6826795126515992,1,26,8,2,0,0,-0.0351671236353061,1.1946594211553774,1,0,C
1384,105,0.0161904761904761,1.7,0,1,0.6939709104999675,2,24,41,4,1,0,-0.4088048827052117,1.7059489384612117,1,1,D
1385,62,0.0290322580645161,1.8,0,1,-0.5587100507954694,3,24,31,1,0,0,0.4967917197862543,-0.5555239265453629,1,0,C
1386,82,0.024390243902439,2.0,1,1,0.0201401389017591,1,26,31,2,0,0,-0.0351671236353061,0.2605728030004879,0,0,C
1387,72,0.0,0.0,0,1,-0.5587100507954694,1,24,3,4,0,0,-0.6177887140493962,-0.5555239265453629,1,0,A
1388,38,0.0447368421052631,1.7,1,1,-0.5587100507954694,1,25,10,4,0,0,-0.8331053887676468,-0.5555239265453629,1,0,B
1389,25,0.04,1.0,0,0,-0.5587100507954694,1,24,28,4,0,0,-0.9154323526305074,-0.5555239265453629,0,0,B
1390,20,0.0375,0.75,0,1,-0.5587100507954694,3,30,15,1,0,0,-0.5671259670568666,-0.5555239265453629,1,0,A
1391,80,0.0225,1.8,1,1,-0.5587100507954694,2,26,3,4,0,0,-0.5671259670568666,-0.5555239265453629,1,0,A
1392,84,0.013095238095238,1.1,0,0,-0.5587100507954694,1,26,18,3,0,0,-0.3644749790867483,-0.5555239265453629,0,0,C
1393,33,0.0303030303030303,1.0,1,1,-0.5587100507954694,1,24,23,1,0,0,-0.2378181116054244,-0.5555239265453629,1,0,A
1394,55,0.0163636363636363,0.9,0,1,-0.5587100507954694,3,25,37,3,0,0,-0.6093449228839746,-0.5555239265453629,1,0,A
1395,33,0.0212121212121212,0.7,1,1,-0.5587100507954694,2,25,27,2,0,0,-0.6557857742937934,-0.5555239265453629,0,0,A
1396,190,0.001578947368421,0.3,0,0,0.3593015690097106,3,24,23,4,0,1,0.1294868040904149,2.4433857422677034,0,0,D
1397,43,0.0069767441860465,0.3,0,0,1.5426020976262995,3,24,18,1,0,0,0.0154956233572234,0.9980096068069796,0,0,B
1398,45,0.0022222222222222,0.1,0,1,-0.5587100507954694,3,24,41,3,0,0,-0.6937828345381906,-0.5555239265453629,1,0,B
1399,141,0.0248226950354609,3.5,0,0,-0.5587100507954694,1,24,18,1,0,0,2.4979702259911725,-0.5555239265453629,0,0,C
1400,69,0.0347826086956521,2.4,0,1,-0.5587100507954694,1,24,16,4,0,0,-0.6367872441715947,-0.5555239265453629,1,0,B
1401,78,0.0012820512820512,0.1,0,1,-0.5587100507954694,2,24,8,4,0,0,-0.579791653804999,-0.5555239265453629,1,0,C
1402,84,0.044047619047619,3.7,0,1,-0.5587100507954694,3,25,15,1,0,0,1.0540819367040797,-0.5555239265453629,1,0,D
1403,172,0.0302325581395348,5.2,0,0,-0.5587100507954694,2,26,29,1,0,1,3.2832428043753805,-0.5555239265453629,0,0,D
1404,51,0.0039215686274509,0.2,1,1,1.1681314789698514,1,26,6,4,1,0,-0.7507784249047863,0.9586796439373,0,1,B
1405,75,0.0186666666666666,1.4,0,1,-0.5587100507954694,3,30,28,1,0,0,0.8260995752376965,-0.5555239265453629,1,0,C
1406,183,0.0169398907103825,3.1,1,1,-0.5587100507954694,2,24,22,1,1,1,3.561887912834293,-0.5555239265453629,1,0,D
1407,20,0.02,0.4,1,1,-0.5587100507954694,3,30,23,4,0,0,-0.9470965695008384,-0.5555239265453629,1,0,A
1408,101,0.0386138613861386,3.9,0,1,1.1059589666470675,3,24,39,2,0,1,0.2054809245792093,2.3352283443760844,1,0,D
1409,129,0.0457364341085271,5.9,0,1,-0.5587100507954694,3,26,14,1,0,1,2.193993744035995,-0.5555239265453629,1,0,D
1410,63,0.0507936507936507,3.2,0,0,-0.5587100507954694,1,24,17,2,0,0,-0.2758151718498215,-0.5555239265453629,0,0,D
1411,44,0.0477272727272727,2.1,0,0,-0.5587100507954694,1,25,35,4,0,0,-0.7951083285232496,-0.5555239265453629,0,0,B
1412,184,0.0293478260869565,5.4,1,1,-0.0116981376399951,3,26,39,1,1,1,3.587219286330558,1.1749944397205376,1,0,D
1413,100,0.02,2.0,0,0,0.1675725848077762,1,26,33,2,0,0,0.1928152378310769,0.6932023945669631,0,0,D
1414,12,0.0333333333333333,0.4,0,0,-0.5587100507954694,1,24,24,3,0,0,-0.9724279429971032,-0.5555239265453629,0,0,A
1415,68,0.0338235294117647,2.3,0,1,0.5177625911361592,3,26,33,2,1,0,-0.2124867381091596,0.703034885284383,1,1,D
1416,48,0.0208333333333333,1.0,0,1,1.967076017903482,1,25,8,1,0,0,0.1421524908385473,1.5289641055476535,1,0,B
1417,82,0.0048780487804878,0.4,0,0,-0.5587100507954694,1,25,15,2,0,0,-0.0351671236353061,-0.5555239265453629,0,0,A
1418,52,0.048076923076923,2.5,0,0,-0.5587100507954694,1,24,18,2,0,0,-0.4151377260792779,-0.5555239265453629,0,0,C
1419,154,0.0298701298701298,4.6,1,1,-0.5587100507954694,2,24,41,2,1,1,0.8767623222302261,-0.5555239265453629,1,1,D
1420,39,0.0384615384615384,1.5,1,1,-0.5587100507954694,1,26,4,1,0,0,-0.0858298706278357,-0.5555239265453629,0,0,C
1421,40,0.0075,0.3,1,1,-0.5587100507954694,1,26,4,1,1,0,-0.0604984971315709,-0.5555239265453629,1,0,C
1422,54,0.0351851851851851,1.9,0,0,1.1780988182469962,3,25,17,4,0,0,-0.7317798947825876,1.057004551111499,0,0,B
1423,32,0.03125,1.0,1,1,1.28201611719504,2,24,8,2,1,0,-0.6684514610419258,0.4572226173488857,1,0,B
1424,64,0.0359375,2.3,0,0,-0.5587100507954694,3,25,30,2,0,0,-0.2631494851016892,-0.5555239265453629,0,0,C
1425,92,0.0141304347826086,1.3,0,1,1.2252947114274977,1,26,3,2,0,0,0.0914897438460177,2.2664009093541453,1,0,B
1426,40,0.0625,2.5,1,1,0.7851987631160481,3,26,38,1,0,0,-0.0604984971315709,0.3687302008921067,1,0,C
1427,60,0.0083333333333333,0.5,0,1,-0.5587100507954694,3,26,11,3,0,0,-0.5671259670568666,-0.5555239265453629,1,0,C
1428,85,0.0152941176470588,1.3,1,1,0.2419164766411792,1,26,5,2,0,0,0.002829936609091,0.614542468827604,1,0,B
1429,21,0.019047619047619,0.4,0,1,1.8921874821738636,1,26,-1,4,0,0,-0.9407637261267722,0.3294002380224272,1,0,B
1430,35,0.0171428571428571,0.6,0,0,2.2353131367895704,3,26,5,1,0,0,-0.1871553646128948,1.1258319861334385,0,0,B
1431,52,0.0019230769230769,0.1,0,1,-0.5587100507954694,1,25,7,2,0,0,-0.4151377260792779,-0.5555239265453629,1,0,A
1432,128,0.0578125,7.4,0,0,-0.5587100507954694,1,24,34,1,0,0,2.16866237053973,-0.5555239265453629,0,0,C
1433,195,0.0324615384615384,6.33,0,0,-0.5587100507954694,1,24,2,1,0,0,3.865864394789471,-0.5555239265453629,0,0,C
1434,68,0.0220588235294117,1.5,1,1,0.4252532234701598,2,26,25,2,0,0,-0.2124867381091596,0.5948774873927642,0,0,A
1435,55,0.02,1.1,0,0,-0.5587100507954694,1,24,41,2,0,0,-0.3771406658348807,-0.5555239265453629,0,0,B
1436,55,0.0036363636363636,0.2,0,1,-0.5587100507954694,1,26,17,1,0,0,0.3194721053124008,-0.5555239265453629,1,0,B
1437,80,0.005,0.4,1,1,-0.5587100507954694,1,25,21,4,0,0,-0.5671259670568666,-0.5555239265453629,1,0,B
1438,123,0.0065040650406504,0.8,0,0,0.1201022198534894,1,25,3,1,0,0,2.042005503058406,0.880019718197941,0,0,C
1439,90,0.0211111111111111,1.9,0,1,0.1148329008575843,2,26,37,4,1,0,-0.5037975333162047,0.4867200895011454,1,1,D
1440,61,0.0229508196721311,1.4,0,0,-0.5587100507954694,3,30,29,1,0,0,0.4714603462899895,-0.5555239265453629,0,0,A
1441,41,0.0609756097560975,2.5,0,1,-0.5587100507954694,2,27,15,3,0,0,-0.727557999199877,-0.5555239265453629,1,0,B
1442,43,0.0372093023255813,1.6,0,1,-0.5587100507954694,3,25,33,2,0,0,-0.5291289068124694,-0.5555239265453629,1,0,B
1443,71,0.0014084507042253,0.1,0,1,0.7461339878839782,1,26,13,3,1,0,-0.474244264237229,1.0373395696766592,1,1,C
1444,25,0.04,1.0,0,1,-0.5587100507954694,1,24,12,4,0,0,-0.9154323526305074,-0.5555239265453629,1,0,A
1445,154,0.0194805194805194,3.0,0,1,-0.5587100507954694,2,27,33,1,1,1,2.8272780814426146,-0.5555239265453629,1,1,D
1446,141,0.0170212765957446,2.4,0,0,-0.5587100507954694,1,26,21,1,0,0,2.4979702259911725,-0.5555239265453629,0,0,C
1447,22,0.0409090909090909,0.9,0,0,2.300670404335419,3,25,4,2,0,0,-0.7951083285232496,0.526050052370825,0,0,B
1448,145,0.0468965517241379,6.8,0,1,-0.5587100507954694,1,24,28,2,0,0,0.7627711414970345,-0.5555239265453629,1,0,C
1449,49,0.010204081632653,0.5,0,1,-0.5587100507954694,3,25,16,3,0,0,-0.6600076698765042,-0.5555239265453629,1,0,A
1450,109,0.018348623853211,2.0,0,1,-0.5587100507954694,1,26,37,1,0,0,1.6873662741106992,-0.5555239265453629,1,0,D
1451,80,0.00625,0.5,1,1,-0.5587100507954694,1,25,34,3,0,0,-0.3982501437484347,-0.5555239265453629,1,0,B
1452,82,0.0170731707317073,1.4,1,1,0.843083782085771,2,24,20,4,0,0,-0.5544602803087342,1.420806707656035,1,0,C
1453,52,0.048076923076923,2.5,0,1,-0.5587100507954694,1,26,28,4,0,0,-0.74444558153072,-0.5555239265453629,1,0,B
1454,85,0.0294117647058823,2.5,1,1,-0.5587100507954694,1,24,5,3,0,0,-0.3560311879213267,-0.5555239265453629,1,0,C
1455,148,0.0067567567567567,1.0,0,0,-0.5587100507954694,1,26,25,1,0,0,2.675289840465026,-0.5555239265453629,0,0,C
1456,160,0.013125,2.1,1,1,-0.5587100507954694,1,24,39,2,0,0,0.9527564427190204,-0.5555239265453629,0,0,D
1457,39,0.0435897435897435,1.7,0,1,-0.5587100507954694,1,25,11,4,0,0,-0.8267725453935806,-0.5555239265453629,1,0,A
1458,25,0.032,0.8,1,1,-0.5587100507954694,3,26,16,2,0,0,-0.7571112682788524,-0.5555239265453629,0,0,A
1459,33,0.0424242424242424,1.4,1,1,-0.5587100507954694,3,26,25,1,0,0,-0.2378181116054244,-0.5555239265453629,1,0,A
1460,38,0.0657894736842105,2.5,0,0,-0.5587100507954694,2,27,20,3,0,0,-0.7528893726961418,-0.5555239265453629,0,0,B
1461,85,0.0023529411764705,0.2,1,1,-0.5587100507954694,3,24,16,4,0,0,-0.5354617501865356,-0.5555239265453629,1,0,D
1462,48,0.0041666666666666,0.2,0,1,-0.5587100507954694,1,26,28,1,0,0,0.1421524908385473,-0.5555239265453629,1,0,B
1463,15,0.04,0.6,0,1,2.3769205498055763,3,26,21,4,0,0,-0.9787607863711694,0.2015778586959686,1,0,B
